traj_id,t,theta,w
0,0.0000,0.39300,5.49069
0,0.0600,0.63487,5.43986
0,0.1200,0.81358,5.38062
0,0.1800,0.94073,5.32180
0,0.2400,1.02998,5.26663
0,0.3000,1.09244,5.21558
0,0.3600,1.13616,5.16813
0,0.4200,1.16676,5.12352
0,0.4800,1.18815,5.08105
0,0.5400,1.20300,5.04014
0,0.6000,1.21322,5.00035
0,0.6600,1.22011,4.96132
0,0.7200,1.22461,4.92282
0,0.7800,1.22739,4.88465
0,0.8400,1.22892,4.84668
0,0.9000,1.22954,4.80881
0,0.9600,1.22949,4.77097
0,1.0200,1.22895,4.73310
0,1.0800,1.22804,4.69516
0,1.1400,1.22685,4.65712
0,1.2000,1.22545,4.61897
0,1.2600,1.22389,4.58068
0,1.3200,1.22220,4.54224
0,1.3800,1.22041,4.50364
0,1.4400,1.21853,4.46487
0,1.5000,1.21658,4.42592
0,1.5600,1.21457,4.38680
0,1.6200,1.21250,4.34749
0,1.6800,1.21038,4.30799
0,1.7400,1.20821,4.26829
0,1.8000,1.20599,4.22840
0,1.8600,1.20372,4.18831
0,1.9200,1.20141,4.14802
0,1.9800,1.19905,4.10751
0,2.0400,1.19665,4.06680
0,2.1000,1.19419,4.02588
0,2.1600,1.19169,3.98473
0,2.2200,1.18915,3.94337
0,2.2800,1.18655,3.90179
0,2.3400,1.18390,3.85998
0,2.4000,1.18120,3.81794
0,2.4600,1.17844,3.77566
0,2.5200,1.17562,3.73315
0,2.5800,1.17275,3.69040
0,2.6400,1.16982,3.64741
0,2.7000,1.16683,3.60417
0,2.7600,1.16377,3.56068
0,2.8200,1.16065,3.51693
0,2.8800,1.15746,3.47293
0,2.9400,1.15420,3.42866
0,3.0000,1.15087,3.38413
0,3.0600,1.14746,3.33933
0,3.1200,1.14397,3.29425
0,3.1800,1.14041,3.24890
0,3.2400,1.13676,3.20326
0,3.3000,1.13302,3.15734
0,3.3600,1.12919,3.11113
0,3.4200,1.12527,3.06462
0,3.4800,1.12125,3.01781
0,3.5400,1.11713,2.97070
0,3.6000,1.11290,2.92328
0,3.6600,1.10857,2.87555
0,3.7200,1.10412,2.82750
0,3.7800,1.09956,2.77913
0,3.8400,1.09487,2.73043
0,3.9000,1.09005,2.68141
0,3.9600,1.08510,2.63204
0,4.0200,1.08001,2.58234
0,4.0800,1.07477,2.53230
0,4.1400,1.06939,2.48190
0,4.2000,1.06384,2.43115
0,4.2600,1.05813,2.38005
0,4.3200,1.05225,2.32858
0,4.3800,1.04618,2.27675
0,4.4400,1.03992,2.22456
0,4.5000,1.03347,2.17199
0,4.5600,1.02681,2.11904
0,4.6200,1.01993,2.06572
0,4.6800,1.01282,2.01202
0,4.7400,1.00547,1.95794
0,4.8000,0.99787,1.90348
0,4.8600,0.99001,1.84863
0,4.9200,0.98187,1.79341
0,4.9800,0.97343,1.73780
0,5.0400,0.96469,1.68181
0,5.1000,0.95563,1.62545
0,5.1600,0.94623,1.56872
0,5.2200,0.93647,1.51163
0,5.2800,0.92633,1.45418
0,5.3400,0.91579,1.39638
0,5.4000,0.90484,1.33826
0,5.4600,0.89345,1.27981
0,5.5200,0.88159,1.22107
0,5.5800,0.86924,1.16205
0,5.6400,0.85638,1.10277
0,5.7000,0.84298,1.04328
0,5.7600,0.82901,0.98359
0,5.8200,0.81444,0.92375
0,5.8800,0.79924,0.86381
0,5.9400,0.78337,0.80382
0,6.0000,0.76682,0.74383
0,6.0600,0.74954,0.68392
0,6.1200,0.73151,0.62416
0,6.1800,0.71269,0.56464
0,6.2400,0.69305,0.50545
0,6.3000,0.67257,0.44669
0,6.3600,0.65122,0.38850
0,6.4200,0.62898,0.33100
0,6.4800,0.60582,0.27434
0,6.5400,0.58176,0.21866
0,6.6000,0.55677,0.16415
0,6.6600,0.53087,0.11099
0,6.7200,0.50407,0.05936
0,6.7800,0.47641,0.00947
0,6.8400,0.44793,-0.03848
0,6.9000,0.41870,-0.08426
0,6.9600,0.38878,-0.12767
0,7.0200,0.35828,-0.16851
0,7.0800,0.32732,-0.20656
0,7.1400,0.29601,-0.24166
0,7.2000,0.26452,-0.27364
0,7.2600,0.23300,-0.30235
0,7.3200,0.20163,-0.32769
0,7.3800,0.17059,-0.34959
0,7.4400,0.14005,-0.36801
0,7.5000,0.11022,-0.38295
0,7.5600,0.08126,-0.39444
0,7.6200,0.05335,-0.40256
0,7.6800,0.02663,-0.40742
0,7.7400,0.00126,-0.40916
0,7.8000,-0.02265,-0.40793
0,7.8600,-0.04501,-0.40393
0,7.9200,-0.06572,-0.39734
0,7.9800,-0.08473,-0.38839
0,8.0400,-0.10201,-0.37728
0,8.1000,-0.11754,-0.36424
0,8.1600,-0.13131,-0.34949
0,8.2200,-0.14333,-0.33324
0,8.2800,-0.15365,-0.31569
0,8.3400,-0.16228,-0.29706
0,8.4000,-0.16930,-0.27753
0,8.4600,-0.17474,-0.25730
0,8.5200,-0.17868,-0.23653
0,8.5800,-0.18118,-0.21539
0,8.6400,-0.18231,-0.19405
0,8.7000,-0.18216,-0.17265
0,8.7600,-0.18080,-0.15134
0,8.8200,-0.17832,-0.13023
0,8.8800,-0.17478,-0.10946
0,8.9400,-0.17029,-0.08915
0,9.0000,-0.16491,-0.06939
0,9.0600,-0.15874,-0.05028
0,9.1200,-0.15186,-0.03192
0,9.1800,-0.14435,-0.01437
0,9.2400,-0.13629,0.00227
0,9.3000,-0.12778,0.01796
0,9.3600,-0.11887,0.03264
0,9.4200,-0.10967,0.04626
0,9.4800,-0.10024,0.05879
0,9.5400,-0.09067,0.07021
0,9.6000,-0.08101,0.08049
0,9.6600,-0.07135,0.08962
0,9.7200,-0.06175,0.09761
0,9.7800,-0.05227,0.10447
0,9.8400,-0.04297,0.11020
0,9.9000,-0.03391,0.11483
0,9.9600,-0.02514,0.11839
0,10.0200,-0.01669,0.12093
0,10.0800,-0.00862,0.12246
0,10.1400,-0.00095,0.12306
0,10.2000,0.00627,0.12276
0,10.2600,0.01304,0.12161
0,10.3200,0.01932,0.11969
0,10.3800,0.02510,0.11703
0,10.4400,0.03037,0.11372
0,10.5000,0.03512,0.10980
0,10.5600,0.03934,0.10534
0,10.6200,0.04305,0.10041
0,10.6800,0.04624,0.09507
0,10.7400,0.04892,0.08937
0,10.8000,0.05111,0.08338
0,10.8600,0.05281,0.07715
0,10.9200,0.05404,0.07076
0,10.9800,0.05483,0.06423
0,11.0400,0.05518,0.05764
0,11.1000,0.05513,0.05103
0,11.1600,0.05471,0.04445
0,11.2200,0.05392,0.03794
0,11.2800,0.05280,0.03154
0,11.3400,0.05139,0.02530
0,11.4000,0.04969,0.01923
0,11.4600,0.04775,0.01339
0,11.5200,0.04559,0.00779
0,11.5800,0.04323,0.00246
0,11.6400,0.04071,-0.00258
0,11.7000,0.03805,-0.00731
0,11.7600,0.03528,-0.01172
0,11.8200,0.03243,-0.01579
0,11.8800,0.02951,-0.01951
0,11.9400,0.02655,-0.02288
0,12.0000,0.02359,-0.02590
1,0.0000,0.86609,-3.79846
1,0.0600,0.67174,-3.85808
1,0.1200,0.45206,-3.91213
1,0.1800,0.21415,-3.94951
1,0.2400,-0.02694,-3.96121
1,0.3000,-0.25254,-3.94521
1,0.3600,-0.44832,-3.90696
1,0.4200,-0.60859,-3.85499
1,0.4800,-0.73487,-3.79671
1,0.5400,-0.83218,-3.73680
1,0.6000,-0.90627,-3.67770
1,0.6600,-0.96230,-3.62036
1,0.7200,-1.00447,-3.56502
1,0.7800,-1.03607,-3.51153
1,0.8400,-1.05960,-3.45961
1,0.9000,-1.07694,-3.40896
1,0.9600,-1.08955,-3.35930
1,1.0200,-1.09850,-3.31037
1,1.0800,-1.10461,-3.26198
1,1.1400,-1.10852,-3.21394
1,1.2000,-1.11070,-3.16612
1,1.2600,-1.11151,-3.11842
1,1.3200,-1.11123,-3.07073
1,1.3800,-1.11009,-3.02299
1,1.4400,-1.10824,-2.97514
1,1.5000,-1.10581,-2.92714
1,1.5600,-1.10291,-2.87895
1,1.6200,-1.09959,-2.83053
1,1.6800,-1.09593,-2.78188
1,1.7400,-1.09197,-2.73295
1,1.8000,-1.08773,-2.68374
1,1.8600,-1.08325,-2.63424
